Gene	TPM	Tissue	Source
BRCA1	1.03665	brain_amygdala	GTEx.v10
BRCA1	1.24601	brain_amygdala	GTEx.v10
BRCA1	1.06994	brain_amygdala	GTEx.v10
BRCA1	1.79259	brain_amygdala	GTEx.v10
BRCA1	0.880666	brain_amygdala	GTEx.v10
BRCA1	0.797151	brain_amygdala	GTEx.v10
BRCA1	0.734211	brain_amygdala	GTEx.v10
BRCA1	1.9256	brain_amygdala	GTEx.v10
BRCA1	1.00321	brain_amygdala	GTEx.v10
BRCA1	0.603152	brain_amygdala	GTEx.v10
BRCA1	0.670369	brain_amygdala	GTEx.v10
BRCA1	0.681818	brain_amygdala	GTEx.v10
BRCA1	1.18409	brain_amygdala	GTEx.v10
BRCA1	0.860662	brain_amygdala	GTEx.v10
BRCA1	0.937712	brain_amygdala	GTEx.v10
BRCA1	0.734774	brain_amygdala	GTEx.v10
BRCA1	1.77314	brain_amygdala	GTEx.v10
BRCA1	0.662044	brain_amygdala	GTEx.v10
BRCA1	0.944956	brain_amygdala	GTEx.v10
BRCA1	0.615591	brain_amygdala	GTEx.v10
BRCA1	1.22997	brain_amygdala	GTEx.v10
BRCA1	0.680823	brain_amygdala	GTEx.v10
BRCA1	1.51997	brain_amygdala	GTEx.v10
BRCA1	0.724968	brain_amygdala	GTEx.v10
BRCA1	0.837959	brain_amygdala	GTEx.v10
BRCA1	0.621236	brain_amygdala	GTEx.v10
BRCA1	0.454718	brain_amygdala	GTEx.v10
BRCA1	0.820913	brain_amygdala	GTEx.v10
BRCA1	0.668804	brain_amygdala	GTEx.v10
BRCA1	0.540032	brain_amygdala	GTEx.v10
BRCA1	0.806342	brain_amygdala	GTEx.v10
BRCA1	0.965327	brain_amygdala	GTEx.v10
BRCA1	1.45743	brain_amygdala	GTEx.v10
BRCA1	1.02855	brain_amygdala	GTEx.v10
BRCA1	0.739647	brain_amygdala	GTEx.v10
BRCA1	0.728349	brain_amygdala	GTEx.v10
BRCA1	1.75138	brain_amygdala	GTEx.v10
BRCA1	1.04244	brain_amygdala	GTEx.v10
BRCA1	1.63567	brain_amygdala	GTEx.v10
BRCA1	1.05851	brain_amygdala	GTEx.v10
BRCA1	0.576296	brain_amygdala	GTEx.v10
BRCA1	0.865806	brain_amygdala	GTEx.v10
BRCA1	0.608367	brain_amygdala	GTEx.v10
BRCA1	0.451072	brain_amygdala	GTEx.v10
BRCA1	0.974369	brain_amygdala	GTEx.v10
BRCA1	1.37517	brain_amygdala	GTEx.v10
BRCA1	0.645772	brain_amygdala	GTEx.v10
BRCA1	1.55611	brain_amygdala	GTEx.v10
BRCA1	0.592232	brain_amygdala	GTEx.v10
BRCA1	1.23583	brain_amygdala	GTEx.v10
BRCA1	0.8163	brain_amygdala	GTEx.v10
BRCA1	1.56545	brain_amygdala	GTEx.v10
BRCA1	0.575293	brain_amygdala	GTEx.v10
BRCA1	0.370224	brain_amygdala	GTEx.v10
BRCA1	0.590752	brain_amygdala	GTEx.v10
BRCA1	1.34717	brain_amygdala	GTEx.v10
BRCA1	1.18395	brain_amygdala	GTEx.v10
BRCA1	0.69585	brain_amygdala	GTEx.v10
BRCA1	1.8241	brain_amygdala	GTEx.v10
BRCA1	0.933157	brain_amygdala	GTEx.v10
BRCA1	1.1738	brain_amygdala	GTEx.v10
BRCA1	0.649815	brain_amygdala	GTEx.v10
BRCA1	0.680046	brain_amygdala	GTEx.v10
BRCA1	0.78273	brain_amygdala	GTEx.v10
BRCA1	1.04964	brain_amygdala	GTEx.v10
BRCA1	0.650181	brain_amygdala	GTEx.v10
BRCA1	0.78041	brain_amygdala	GTEx.v10
BRCA1	0.380655	brain_amygdala	GTEx.v10
BRCA1	0.714679	brain_amygdala	GTEx.v10
BRCA1	0.570371	brain_amygdala	GTEx.v10
BRCA1	0.799023	brain_amygdala	GTEx.v10
BRCA1	1.24994	brain_amygdala	GTEx.v10
BRCA1	0.92378	brain_amygdala	GTEx.v10
BRCA1	1.28215	brain_amygdala	GTEx.v10
BRCA1	1.09686	brain_amygdala	GTEx.v10
BRCA1	0.695897	brain_amygdala	GTEx.v10
BRCA1	0.732605	brain_amygdala	GTEx.v10
BRCA1	0.456733	brain_amygdala	GTEx.v10
BRCA1	1.02729	brain_amygdala	GTEx.v10
BRCA1	0.599438	brain_amygdala	GTEx.v10
BRCA1	0.933936	brain_amygdala	GTEx.v10
BRCA1	0.646831	brain_amygdala	GTEx.v10
BRCA1	0.451023	brain_amygdala	GTEx.v10
BRCA1	0.936293	brain_amygdala	GTEx.v10
BRCA1	0.717994	brain_amygdala	GTEx.v10
BRCA1	0.458942	brain_amygdala	GTEx.v10
BRCA1	0.649339	brain_amygdala	GTEx.v10
BRCA1	1.06814	brain_amygdala	GTEx.v10
BRCA1	0.681307	brain_amygdala	GTEx.v10
BRCA1	0.924948	brain_amygdala	GTEx.v10
BRCA1	0.797333	brain_amygdala	GTEx.v10
BRCA1	2.29163	brain_amygdala	GTEx.v10
BRCA1	1.23773	brain_amygdala	GTEx.v10
BRCA1	1.17858	brain_amygdala	GTEx.v10
BRCA1	0.527748	brain_amygdala	GTEx.v10
BRCA1	1.98477	brain_amygdala	GTEx.v10
BRCA1	0.831838	brain_amygdala	GTEx.v10
BRCA1	0.864389	brain_amygdala	GTEx.v10
BRCA1	0.813636	brain_amygdala	GTEx.v10
BRCA1	1.09608	brain_amygdala	GTEx.v10
BRCA1	1.3046	brain_amygdala	GTEx.v10
BRCA1	0.688898	brain_amygdala	GTEx.v10
BRCA1	0.795192	brain_amygdala	GTEx.v10
BRCA1	0.858656	brain_amygdala	GTEx.v10
BRCA1	0.420824	brain_amygdala	GTEx.v10
BRCA1	0.962519	brain_amygdala	GTEx.v10
BRCA1	1.11798	brain_amygdala	GTEx.v10
BRCA1	0.870152	brain_amygdala	GTEx.v10
BRCA1	0.972466	brain_amygdala	GTEx.v10
BRCA1	0.574539	brain_amygdala	GTEx.v10
BRCA1	0.694748	brain_amygdala	GTEx.v10
BRCA1	1.16084	brain_amygdala	GTEx.v10
BRCA1	1.12108	brain_amygdala	GTEx.v10
BRCA1	0.82587	brain_amygdala	GTEx.v10
BRCA1	1.92134	brain_amygdala	GTEx.v10
BRCA1	0.651831	brain_amygdala	GTEx.v10
BRCA1	1.099	brain_amygdala	GTEx.v10
BRCA1	0.767495	brain_amygdala	GTEx.v10
BRCA1	0.459124	brain_amygdala	GTEx.v10
BRCA1	0.821484	brain_amygdala	GTEx.v10
BRCA1	1.45318	brain_amygdala	GTEx.v10
BRCA1	0.724262	brain_amygdala	GTEx.v10
BRCA1	1.01708	brain_amygdala	GTEx.v10
BRCA1	0.433363	brain_amygdala	GTEx.v10
BRCA1	2.3768	brain_amygdala	GTEx.v10
BRCA1	1.56607	brain_amygdala	GTEx.v10
BRCA1	0.636031	brain_amygdala	GTEx.v10
BRCA1	1.00068	brain_amygdala	GTEx.v10
BRCA1	2.69662	brain_amygdala	GTEx.v10
BRCA1	2.36211	brain_amygdala	GTEx.v10
BRCA1	0.717761	brain_amygdala	GTEx.v10
BRCA1	1.61662	brain_amygdala	GTEx.v10
BRCA1	1.39731	brain_amygdala	GTEx.v10
BRCA1	0.647203	brain_amygdala	GTEx.v10
BRCA1	1.51485	brain_amygdala	GTEx.v10
BRCA1	0.686	brain_amygdala	GTEx.v10
BRCA1	0.651127	brain_amygdala	GTEx.v10
BRCA1	0.220625	brain_amygdala	GTEx.v10
BRCA1	1.41186	brain_amygdala	GTEx.v10
BRCA1	1.152	brain_amygdala	GTEx.v10
BRCA1	1.3325	brain_amygdala	GTEx.v10
BRCA1	1.15417	brain_amygdala	GTEx.v10
BRCA1	0.592402	brain_amygdala	GTEx.v10
BRCA1	1.45178	brain_amygdala	GTEx.v10
BRCA1	1.12358	brain_amygdala	GTEx.v10
BRCA1	2.02517	brain_amygdala	GTEx.v10
BRCA1	1.96393	brain_amygdala	GTEx.v10
BRCA1	1.46637	brain_amygdala	GTEx.v10
BRCA1	1.03985	brain_amygdala	GTEx.v10
BRCA1	1.13147	brain_amygdala	GTEx.v10
BRCA1	1.03252	brain_amygdala	GTEx.v10
BRCA1	1.0412	brain_amygdala	GTEx.v10
BRCA1	0.990442	brain_amygdala	GTEx.v10
BRCA1	0.933028	brain_amygdala	GTEx.v10
BRCA1	2.5133	brain_amygdala	GTEx.v10
BRCA1	1.50665	brain_amygdala	GTEx.v10
BRCA1	1.41815	brain_amygdala	GTEx.v10
BRCA1	1.71402	brain_amygdala	GTEx.v10
BRCA1	1.48573	brain_amygdala	GTEx.v10
BRCA1	0.763559	brain_amygdala	GTEx.v10
BRCA1	1.46086	brain_amygdala	GTEx.v10
BRCA1	2.15539	brain_amygdala	GTEx.v10
BRCA1	0.669984	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.683186	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.725589	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.487486	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.570696	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.571059	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.523881	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.673202	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.733799	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.91347	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.486385	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.693298	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.888927	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.969029	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.437203	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.785637	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.482753	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.880989	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.586416	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.467222	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.382038	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.450425	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.82267	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.540895	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.438433	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.667269	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.342652	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.595058	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.584777	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.767937	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.487315	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	1.24809	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.668007	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.658222	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.514079	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.520011	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.839169	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.543527	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.895727	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.670608	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.421788	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.444314	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.535632	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.597106	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.773176	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.609182	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.516993	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.994107	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.347155	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	1.00385	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.383338	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.54237	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.517929	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.742592	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.4223	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.563144	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.432388	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.311183	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.447071	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.403483	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.495262	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.639564	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.247823	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.466764	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.46902	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.496507	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.829214	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.585738	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	2.33261	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.390852	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.73384	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.664342	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.49578	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.303507	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.74691	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.256152	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.384419	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.435741	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.54473	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.596985	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.759434	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.518618	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.618866	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.713811	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.079386	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.93736	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.822347	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.655562	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.66382	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.581645	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	2.15866	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.9245	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.463819	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.574359	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.896432	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	1.39674	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.401708	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.997231	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.766615	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.462338	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.608448	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.366246	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.55973	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.586918	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.490872	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.399894	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.506825	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.521857	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.713229	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.908198	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.581369	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.740259	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.543619	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.418239	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.512843	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.583282	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.540744	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.592692	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.644032	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.609378	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.778228	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.245685	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.997515	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.631016	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.278733	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.321249	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.818852	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.572261	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.910755	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.434254	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.396127	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.365593	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.335213	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.464863	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	1.18054	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.404989	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.732597	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.793345	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.521632	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.830887	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.475956	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.815423	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.626516	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	1.59231	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.729552	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.317301	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.79574	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.830722	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.835728	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.569086	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.465687	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.728003	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.665998	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	2.01546	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.552933	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.764432	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.27398	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.748195	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.433116	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.425333	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.705944	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.813287	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.485906	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.520128	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	1.09615	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.349806	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.440844	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.379872	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.175113	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.514184	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.40967	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.604875	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.336324	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.402743	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.842849	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.384794	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.9945	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.554737	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.596615	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.42338	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.331687	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.576884	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.577128	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.438772	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.481475	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.891926	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.676975	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.40349	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.537849	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.694628	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.556245	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.557871	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.516187	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.30778	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.981327	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.939815	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	1.65972	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.210139	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.751772	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.506341	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.676609	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	1.23431	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	1.03391	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.888219	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	1.51533	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.685199	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.576039	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.826542	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.706683	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.292382	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.61557	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.956536	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.810381	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.470738	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	1.21343	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.658965	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	2.27708	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.545299	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.546654	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.601848	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.420735	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.91602	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	1.0046	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	1.36678	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.813393	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.920248	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.710054	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.587329	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.360148	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.869732	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	0.561932	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	1.61791	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	1.26153	brain_anterior_cingulate_cortex_ba24	GTEx.v10
BRCA1	1.56994	brain_caudate_basal_ganglia	GTEx.v10
BRCA1	1.35195	brain_caudate_basal_ganglia	GTEx.v10
BRCA1	1.00762	brain_caudate_basal_ganglia	GTEx.v10
BRCA1	2.29459	brain_caudate_basal_ganglia	GTEx.v10
BRCA1	1.19113	brain_caudate_basal_ganglia	GTEx.v10
BRCA1	0.848082	brain_caudate_basal_ganglia	GTEx.v10
BRCA1	1.53976	brain_caudate_basal_ganglia	GTEx.v10
BRCA1	0.682016	brain_caudate_basal_ganglia	GTEx.v10
BRCA1	1.35782	brain_caudate_basal_ganglia	GTEx.v10
BRCA1	0.525652	brain_caudate_basal_ganglia	GTEx.v10
BRCA1	0.484435	brain_caudate_basal_ganglia	GTEx.v10
BRCA1	1.29747	brain_caudate_basal_ganglia	GTEx.v10
BRCA1	0.993969	brain_caudate_basal_ganglia	GTEx.v10
BRCA1	1.32896	brain_caudate_basal_ganglia	GTEx.v10
BRCA1	1.40578	brain_caudate_basal_ganglia	GTEx.v10
